review_id,order_id,rating,comment,review_date
R00338,O03794,5,good value,2026-06-27
R00339,O01516,5,good value,2026-05-16
R00340,O00046,4,price is acceptable,2026-03-23
R00341,O00507,5,quality is stable,2026-01-28
R00342,O02179,3,delivery was slow,2026-01-14
R00343,O01208,5,good value,2026-04-24
R00344,O00044,5,good value,2026-05-04
R00345,O03518,4,service is nice,2026-02-13
R00346,O01323,4,service is nice,2026-02-27
R00347,O02986,3,average experience,2026-05-08
R00348,O02770,4,price is acceptable,2026-05-22
R00349,O02290,1,refund requested,2026-06-18
R00350,O04013,4,overall good,2026-05-11
R00351,O00552,5,will buy again,2026-02-14
R00352,O02837,4,price is acceptable,2026-06-25
R00353,O01234,4,service is nice,2026-05-04
R00354,O00252,1,very disappointed,2026-04-25
R00355,O03810,3,delivery was slow,2026-06-24
R00356,O03745,3,packaging can improve,2026-01-11
R00357,O00844,4,price is acceptable,2026-03-31
R00358,O03898,5,good value,2026-06-25
R00359,O00911,5,will buy again,2026-01-08
R00360,O03346,5,will buy again,2026-02-08
R00361,O00326,2,quality issue,2026-05-10
R00362,O02881,5,fast delivery,2026-02-24
R00363,O02527,4,price is acceptable,2026-03-23
R00364,O00464,2,quality issue,2026-05-13
R00365,O02087,4,service is nice,2026-01-21
R00366,O02132,5,will buy again,2026-05-19
R00367,O01175,5,fast delivery,2026-04-15
R00368,O00745,1,very disappointed,2026-03-23
R00369,O03545,5,good value,2026-05-21
R00370,O01843,5,quality is stable,2025-12-31
R00371,O01039,4,service is nice,2026-01-24
R00372,O02415,5,will buy again,2026-04-22
R00373,O03012,5,good value,2026-05-27
R00374,O01748,5,good value,2026-06-13
R00375,O00310,4,service is nice,2026-06-21
R00376,O02836,5,will buy again,2026-02-21
R00377,O01778,3,delivery was slow,2026-06-05
R00378,O03300,1,very disappointed,2026-04-17
R00379,O02054,4,price is acceptable,2026-03-24
R00380,O03703,5,fast delivery,2026-03-28
R00381,O02241,4,price is acceptable,2026-02-20
R00382,O03103,4,price is acceptable,2026-03-12
R00383,O00804,5,quality is stable,2026-05-13
R00384,O00496,2,bad packaging,2026-04-13
R00385,O02611,5,good value,2026-04-13
R00386,O00472,5,will buy again,2026-01-14
R00387,O02016,3,packaging can improve,2026-04-16
R00388,O03843,4,service is nice,2026-06-23
R00389,O02729,5,will buy again,2026-02-24
R00390,O01972,5,fast delivery,2026-06-19
R00391,O03872,4,service is nice,2026-01-20
R00392,O00706,4,overall good,2026-01-05
R00393,O01282,3,delivery was slow,2026-05-04
R00394,O02673,5,quality is stable,2026-04-07
R00395,O01850,4,service is nice,2026-04-15
R00396,O00880,5,good value,2026-03-27
R00397,O01160,4,overall good,2026-06-28
R00398,O02020,4,overall good,2026-05-10
R00399,O02571,4,service is nice,2026-01-19
R00400,O03455,4,price is acceptable,2026-06-19
R00401,O03772,3,average experience,2026-02-10
R00402,O02580,3,average experience,2026-04-11
R00403,O01259,5,quality is stable,2026-03-11
R00404,O02588,1,refund requested,2026-03-22
R00405,O00094,4,overall good,2026-02-06
R00406,O03869,1,damaged item,2026-04-29
R00407,O02621,2,quality issue,2026-02-27
R00408,O02556,5,quality is stable,2026-01-03
R00409,O03218,5,quality is stable,2026-03-28
R00410,O00024,4,price is acceptable,2026-06-05
R00411,O03784,4,overall good,2026-05-01
R00412,O02217,3,packaging can improve,2026-06-14
R00413,O02469,3,packaging can improve,2026-01-13
R00414,O01393,4,service is nice,2026-05-05
R00415,O01468,5,fast delivery,2026-01-23
R00416,O03950,5,fast delivery,2026-06-24
R00417,O00175,4,overall good,2026-03-21
R00418,O00394,3,packaging can improve,2026-04-02
R00419,O03722,2,not worth the price,2026-06-24
R00420,O03714,5,quality is stable,2026-02-27
R00421,O00316,5,will buy again,2026-06-26
R00422,O03329,4,price is acceptable,2026-04-27
R00423,O01449,5,fast delivery,2026-06-27
R00424,O00218,5,fast delivery,2026-01-11
R00425,O03079,2,quality issue,2026-02-10
R00426,O03174,3,delivery was slow,2026-02-08
R00427,O03855,5,good value,2026-02-25
R00428,O01035,3,average experience,2026-03-21
R00429,O04094,5,quality is stable,2026-03-20
R00430,O01423,5,quality is stable,2026-04-28
R00431,O03127,1,refund requested,2026-01-17
R00432,O01875,4,price is acceptable,2026-03-05
R00433,O02183,5,fast delivery,2026-02-14
R00434,O01363,3,packaging can improve,2026-05-25
R00435,O03214,5,quality is stable,2026-05-04
R00436,O01229,3,delivery was slow,2026-06-12
R00437,O03991,1,refund requested,2026-06-02
R00438,O00100,2,quality issue,2026-04-11
R00439,O02794,5,quality is stable,2026-05-05
R00440,O03965,2,bad packaging,2026-02-03
R00441,O00411,2,quality issue,2026-06-01
R00442,O01341,4,price is acceptable,2026-03-04
R00443,O01004,5,fast delivery,2026-06-10
R00444,O01667,4,service is nice,2026-03-27
R00445,O00569,4,service is nice,2026-06-01
R00446,O00121,3,packaging can improve,2026-06-11
R00447,O01345,5,will buy again,2026-04-14
R00448,O00813,1,very disappointed,2026-03-16
R00449,O00157,4,service is nice,2026-01-07
R00450,O02437,2,bad packaging,2025-12-31
R00451,O03809,5,good value,2026-01-09
R00452,O02296,5,quality is stable,2026-04-13
R00453,O01538,4,overall good,2026-03-15
R00454,O03519,4,service is nice,2026-04-26
R00455,O03881,4,price is acceptable,2026-02-13
R00456,O04185,1,refund requested,2026-01-22
R00457,O00306,5,good value,2026-01-16
R00458,O01619,4,overall good,2026-02-09
R00459,O00732,5,will buy again,2026-01-29
R00460,O01412,1,damaged item,2026-03-11
R00461,O01299,2,quality issue,2026-06-22
R00462,O00643,2,bad packaging,2026-02-13
R00463,O00096,3,average experience,2026-01-24
R00464,O02339,2,not worth the price,2026-04-28
R00465,O02993,4,price is acceptable,2026-05-19
R00466,O03951,3,average experience,2026-04-18
R00467,O00241,2,quality issue,2026-05-09
R00468,O04125,2,not worth the price,2026-03-16
R00469,O03873,5,good value,2026-04-24
R00470,O02228,4,service is nice,2026-03-09
R00471,O01845,2,quality issue,2026-03-12
R00472,O03204,4,service is nice,2026-06-03
R00473,O01294,4,price is acceptable,2026-02-13
R00474,O01002,3,packaging can improve,2026-05-07
R00475,O03472,3,average experience,2026-06-03
R00476,O01085,4,overall good,2026-05-23
R00477,O03371,2,not worth the price,2026-05-20
R00478,O02917,5,good value,2026-01-21
R00479,O00462,5,good value,2026-05-03
R00480,O00415,5,quality is stable,2026-03-25
R00481,O03116,4,price is acceptable,2026-03-27
R00482,O01787,5,quality is stable,2026-06-16
R00483,O00466,4,service is nice,2026-06-06
R00484,O04008,2,not worth the price,2026-06-03
R00485,O03187,3,packaging can improve,2026-05-26
R00486,O01989,2,bad packaging,2026-04-10
R00487,O02761,2,not worth the price,2026-03-19
R00488,O00799,5,good value,2026-01-07
R00489,O01075,5,good value,2026-03-27
R00490,O00760,5,good value,2026-04-21
R00491,O03034,3,average experience,2026-05-26
R00492,O02634,4,service is nice,2026-03-31
R00493,O02255,5,quality is stable,2026-06-13
R00494,O01074,4,overall good,2026-01-13
R00495,O01139,2,not worth the price,2026-02-23
R00496,O02390,3,packaging can improve,2026-06-01
R00497,O00178,5,will buy again,2026-05-02
R00498,O03307,5,fast delivery,2026-02-05
R00499,O00597,5,quality is stable,2026-02-13
R00500,O03595,5,quality is stable,2026-05-03
R00501,O03517,5,fast delivery,2026-01-02
R00502,O00052,5,will buy again,2026-01-24
R00503,O02795,1,refund requested,2026-05-15
R00504,O03083,2,not worth the price,2026-05-02
R00505,O02424,5,good value,2026-04-19
R00506,O02125,5,fast delivery,2026-03-12
R00507,O00074,4,price is acceptable,2026-05-07
R00508,O02501,5,fast delivery,2026-03-21
R00509,O03278,5,fast delivery,2026-04-20
R00510,O02303,3,delivery was slow,2026-04-06
R00511,O02177,5,quality is stable,2026-06-09
R00512,O00599,5,fast delivery,2026-02-26
R00513,O02551,5,quality is stable,2026-02-02
R00514,O04164,5,will buy again,2026-01-30
R00515,O02808,1,damaged item,2026-05-02
R00516,O00053,5,will buy again,2026-01-02
R00517,O00403,4,price is acceptable,2026-03-19
R00518,O00437,4,service is nice,2026-04-15
R00519,O02518,5,fast delivery,2026-04-10
R00520,O01834,5,fast delivery,2026-02-19
R00521,O01427,4,service is nice,2026-04-12
R00522,O00027,4,service is nice,2026-04-17
R00523,O00215,1,refund requested,2026-05-20
R00524,O02448,5,quality is stable,2026-03-17
R00525,O02224,4,price is acceptable,2026-06-23
R00526,O00545,4,service is nice,2026-03-07
R00527,O04171,3,delivery was slow,2026-05-17
R00528,O03917,5,will buy again,2026-02-06
R00529,O00801,4,overall good,2026-01-31
R00530,O02708,4,overall good,2026-01-18
R00531,O02416,5,will buy again,2026-02-12
R00532,O00806,2,not worth the price,2026-01-15
R00533,O00322,5,fast delivery,2026-02-20
R00534,O01105,4,price is acceptable,2026-01-05
R00535,O03736,4,service is nice,2026-04-14
R00536,O02403,4,price is acceptable,2026-05-17
R00537,O03920,3,average experience,2026-03-25
R00538,O02381,5,will buy again,2026-06-06
R00539,O01187,4,price is acceptable,2026-02-01
R00540,O00528,5,will buy again,2026-05-27
R00541,O04033,3,average experience,2026-05-23
R00542,O03998,4,price is acceptable,2026-02-17
R00543,O02805,4,service is nice,2026-04-14
R00544,O00045,5,quality is stable,2026-01-16
R00545,O03078,3,packaging can improve,2026-02-17
R00546,O02122,5,quality is stable,2026-03-31
R00547,O00355,5,will buy again,2026-06-25
R00548,O02768,4,overall good,2026-04-12
R00549,O03408,3,delivery was slow,2026-02-05
R00550,O01289,4,service is nice,2026-04-08
R00551,O03267,5,quality is stable,2026-03-25
R00552,O01703,2,quality issue,2026-02-18
R00553,O03611,4,service is nice,2026-05-03
R00554,O00535,4,price is acceptable,2026-06-22
R00555,O02038,1,refund requested,2026-05-20
R00556,O03600,4,service is nice,2026-05-30
R00557,O01314,3,packaging can improve,2026-04-17
R00558,O00257,5,quality is stable,2026-06-22
R00559,O02155,4,overall good,2026-03-28
R00560,O02259,3,packaging can improve,2026-04-18
R00561,O01730,4,price is acceptable,2026-02-22
R00562,O01594,5,will buy again,2026-04-29
R00563,O02005,2,not worth the price,2026-05-31
R00564,O03876,5,quality is stable,2026-06-20
R00565,O04173,5,good value,2026-05-17
R00566,O00691,2,not worth the price,2026-05-24
R00567,O04083,4,price is acceptable,2026-01-12
R00568,O00292,3,average experience,2026-02-07
R00569,O03912,4,price is acceptable,2026-04-16
R00570,O03560,5,quality is stable,2026-02-25
R00571,O01243,5,fast delivery,2026-05-12
R00572,O01504,4,service is nice,2026-03-29
R00573,O00872,5,will buy again,2026-05-09
R00574,O00264,5,fast delivery,2026-05-04
R00575,O01819,4,overall good,2026-04-04
R00576,O02530,4,overall good,2026-04-28
R00577,O00606,4,overall good,2026-04-17
R00578,O02124,1,very disappointed,2026-02-18
R00579,O00057,5,good value,2026-02-23
R00580,O01028,4,overall good,2026-05-13
R00581,O01316,3,average experience,2026-03-29
R00582,O02874,4,price is acceptable,2026-04-17
R00583,O03317,5,fast delivery,2026-05-07
R00584,O00810,4,service is nice,2026-06-26
R00585,O02108,3,delivery was slow,2026-06-11
R00586,O01026,3,average experience,2026-04-03
R00587,O01414,3,delivery was slow,2026-05-03
R00588,O02360,5,fast delivery,2026-04-06
R00589,O01974,5,good value,2026-05-07
R00590,O01806,5,will buy again,2026-06-10
R00591,O01813,5,good value,2026-02-18
R00592,O02494,5,will buy again,2026-02-21
R00593,O01766,5,fast delivery,2026-04-03
R00594,O00013,4,overall good,2026-04-24
R00595,O01205,5,quality is stable,2026-04-29
R00596,O00323,4,price is acceptable,2026-06-07
R00597,O01752,5,good value,2026-06-13
R00598,O00619,5,quality is stable,2026-04-24
R00599,O03196,5,quality is stable,2026-01-06
R00600,O01870,4,service is nice,2026-06-27
R00601,O01537,3,packaging can improve,2026-06-04
R00602,O03342,2,not worth the price,2026-02-11
R00603,O03197,2,not worth the price,2026-03-21
R00604,O02477,4,service is nice,2026-02-27
R00605,O00671,3,average experience,2026-04-25
R00606,O01021,3,delivery was slow,2026-04-13
R00607,O03610,5,fast delivery,2026-02-01
R00608,O03225,4,service is nice,2026-04-03
R00609,O00656,1,refund requested,2026-05-22
R00610,O01331,5,quality is stable,2026-03-19
R00611,O03838,3,packaging can improve,2026-03-13
R00612,O02476,3,packaging can improve,2026-06-17
R00613,O00417,4,price is acceptable,2026-05-29
R00614,O01408,4,service is nice,2026-03-10
R00615,O03568,5,quality is stable,2026-06-06
R00616,O00228,5,will buy again,2026-04-18
R00617,O03788,4,price is acceptable,2026-05-22
R00618,O02662,4,price is acceptable,2026-01-16
R00619,O03383,5,will buy again,2026-02-04
R00620,O00870,5,quality is stable,2026-05-29
R00621,O01279,3,delivery was slow,2026-05-24
R00622,O03216,4,service is nice,2026-02-25
R00623,O02758,5,good value,2026-03-17
R00624,O03781,3,packaging can improve,2026-06-23
